reconstruction_error,anomaly
0.0006395562,False
0.0010584315,False
0.00015734769,False
0.002053868,False
0.00012433423,False
0.0010139107,False
1.42851995e-05,False
5.2472235e-05,False
4.1158186e-05,False
1.2847068e-05,False
0.0002593772,False
4.6926096e-05,False
0.00041268865,False
0.00062416494,False
0.00010120385,False
0.00024014793,False
0.00034158007,False
0.0006802081,False
0.00011994238,False
9.9594865e-05,False
2.478675e-05,False
0.0002068697,False
7.2429015e-05,False
0.00086082047,False
9.896437e-05,False
0.008869807,False
4.6050096e-05,False
0.016365267,False
8.146291e-05,False
0.00024065668,False
8.1263686e-05,False
8.7506625e-05,False
4.6585516e-05,False
0.0010048299,False
0.00308573,False
0.0027235444,False
0.0014558348,False
2.7697812e-05,False
7.0389906e-05,False
7.190653e-05,False
0.0001667251,False
0.00010757369,False
0.000885772,False
0.0019568864,False
7.5764874e-05,False
3.4565328e-05,False
0.025769284,True
0.0003577226,False
0.00063833524,False
6.176884e-05,False
8.1656064e-05,False
0.0004394278,False
0.028234772,True
0.00019438204,False
0.0014016868,False
0.0017019305,False
0.00010693468,False
4.931571e-05,False
0.00017556205,False
0.0021448075,False
0.0018333074,False
8.276744e-05,False
0.00071274757,False
7.609328e-05,False
0.0009091806,False
0.001567725,False
0.0011291786,False
6.2514926e-05,False
0.00018270663,False
3.4407603e-05,False
0.00075852807,False
5.7560177e-05,False
0.011198214,False
0.0008877686,False
1.5179955e-05,False
0.00135991,False
8.261847e-05,False
0.00027886193,False
0.00010007354,False
0.000113770584,False
0.00010375662,False
0.00045972408,False
0.00011761304,False
0.00028602764,False
5.2936317e-05,False
0.0003460254,False
7.464562e-05,False
8.3877196e-05,False
0.000548401,False
0.005325141,False
0.014853796,False
6.910596e-05,False
0.0011724066,False
0.00051888835,False
0.00010076803,False
0.00055189704,False
0.0020050774,False
7.499091e-05,False
0.00054206,False
2.7041511e-05,False
0.0015515145,False
9.954719e-05,False
0.0022966946,False
0.00011577637,False
0.029191235,True
8.9837864e-05,False
6.7000445e-05,False
0.00022344802,False
0.0001158367,False
0.00033486527,False
8.0081845e-05,False
0.031071305,True
0.0004963642,False
6.14465e-05,False
0.00011408218,False
0.00017727769,False
0.0011611559,False
0.0061403485,False
4.6030793e-05,False
5.0166735e-05,False
0.00078849983,False
0.00051937136,False
4.0964114e-05,False
0.00034292764,False
7.594693e-05,False
0.0013474893,False
0.00090583396,False
0.0009813178,False
0.0006204342,False
0.024690798,True
6.212489e-05,False
0.00010996105,False
0.0015411426,False
5.194881e-05,False
2.1113381e-05,False
5.9718237e-05,False
0.00090372824,False
0.00022309335,False
0.00817899,False
4.7476904e-05,False
7.391644e-05,False
0.0003511648,False
0.0001045297,False
4.8514554e-05,False
0.0012972889,False
0.00018101165,False
0.0072923135,False
0.0006839299,False
0.00064190937,False
0.0016291462,False
0.00012451102,False
0.0001173627,False
9.674423e-05,False
8.606244e-05,False
1.7362157e-05,False
0.0073440294,False
0.0019455372,False
0.00014761524,False
0.0003445457,False
0.00015622532,False
0.0001233549,False
0.012457445,False
0.0047411676,False
0.0076216357,False
5.937939e-05,False
0.00027792412,False
0.003242253,False
0.00036502292,False
0.013792738,False
0.000106869746,False
0.00030628286,False
0.0017190546,False
0.024623519,True
0.00031956052,False
5.617587e-05,False
0.00020296847,False
0.00202703,False
0.00045219462,False
0.001710263,False
4.277597e-05,False
0.0009052967,False
0.0012383427,False
0.0003669248,False
0.0003034384,False
0.026785664,True
0.0007601241,False
7.708007e-05,False
6.84656e-05,False
0.0011996008,False
8.081521e-05,False
0.028114215,True
4.7646758e-05,False
4.4525645e-05,False
2.1476806e-05,False
0.000109650515,False
0.0030440392,False
0.0012964985,False
0.00095806486,False
0.0005362419,False
8.151208e-05,False
7.405895e-05,False
1.8161802e-05,False
0.000194297,False
0.0009297247,False
0.00041684482,False
0.032076035,True
7.667589e-05,False
0.00015603435,False
0.0014066531,False
4.1607527e-05,False
0.0004877737,False
0.0030987521,False
2.212968e-05,False
7.609249e-05,False
3.1024516e-05,False
1.9261417e-05,False
5.751448e-05,False
3.7834558e-05,False
0.000101535334,False
0.00047550868,False
0.0005444128,False
4.1533993e-05,False
0.00060805696,False
3.421636e-05,False
0.00031370297,False
0.00010649939,False
0.0001584594,False
9.07573e-05,False
0.007628028,False
0.0015412394,False
0.0008169194,False
4.894086e-05,False
0.00070923334,False
0.024829179,True
0.0028258641,False
0.0002782837,False
7.009052e-05,False
7.777424e-05,False
0.0007296009,False
0.00010613536,False
0.006909789,False
0.0005438567,False
0.00014996763,False
0.0012583677,False
5.9783182e-05,False
0.0010684171,False
7.566842e-05,False
0.000115276336,False
6.3938714e-05,False
0.00015521182,False
0.00012948668,False
0.0023688434,False
0.0001529366,False
0.00027855832,False
0.0008401438,False
0.000907462,False
0.00027364658,False
0.0002482013,False
0.0005939603,False
0.000109711356,False
0.00012508447,False
0.0004574782,False
9.580872e-05,False
0.00021917878,False
0.001583196,False
8.276396e-05,False
7.405819e-05,False
0.0021089755,False
0.00028400833,False
6.426347e-05,False
7.813062e-05,False
0.0003153741,False
0.0004528223,False
0.0020751678,False
0.000315294,False
6.1183375e-05,False
0.00011966223,False
2.556316e-05,False
0.035884425,True
7.8381236e-05,False
0.00016558234,False
0.0024244033,False
0.0028357701,False
0.00014784267,False
0.00012346312,False
0.00062695367,False
6.910635e-05,False
2.5819436e-05,False
8.4146246e-05,False
0.00032877887,False
0.0041571697,False
7.7691955e-05,False
0.00011003757,False
8.44874e-05,False
0.00047083918,False
0.00018773934,False
8.841837e-05,False
0.00015146675,False
0.00084326515,False
0.00031628675,False
0.0008141552,False
7.056495e-05,False
0.00019180475,False
0.001412531,False
7.43773e-05,False
0.00019826257,False
0.017485281,False
0.00011385329,False
0.0028916413,False
0.002456615,False
4.7682508e-05,False
0.0003523527,False
0.00059709174,False
2.7269069e-05,False
5.2344396e-05,False
0.005915034,False
0.0003652685,False
0.0012127912,False
0.011275172,False
2.4372475e-05,False
0.00042948368,False
7.496452e-05,False
6.0619546e-05,False
0.0001058991,False
0.030329892,True
5.084044e-05,False
7.4817995e-05,False
0.00011396396,False
0.00026099602,False
0.0012113412,False
0.0011091697,False
0.0015167813,False
0.0036218076,False
0.00015230475,False
4.8236412e-05,False
7.448261e-05,False
0.00039148753,False
7.092173e-05,False
2.3566357e-05,False
0.00024872116,False
7.870346e-05,False
6.8879905e-05,False
0.0010819271,False
7.524673e-05,False
6.298371e-05,False
0.0013443369,False
5.7103476e-05,False
0.00085823436,False
3.9121027e-05,False
0.00053353846,False
0.0010029709,False
9.960351e-05,False
0.00015836368,False
8.341533e-05,False
0.00012205089,False
6.729831e-05,False
0.0081958175,False
8.620216e-05,False
0.00031293766,False
0.0030736495,False
0.00087068166,False
8.757632e-05,False
5.7344656e-05,False
0.0008309224,False
7.9252226e-05,False
0.00032040873,False
0.000100244935,False
8.452926e-05,False
0.0045756125,False
3.4837733e-05,False
6.440128e-05,False
4.3322016e-05,False
0.00021007581,False
2.2224736e-05,False
0.00014456356,False
3.3267974e-05,False
0.0006739761,False
0.00019629995,False
0.0033666785,False
4.739659e-05,False
0.0014394246,False
4.092227e-05,False
0.0007675548,False
0.00042526782,False
0.00011406557,False
7.765444e-05,False
7.246722e-05,False
0.0020002113,False
9.04907e-05,False
0.00032778198,False
0.000112039284,False
0.0020893284,False
0.000117388125,False
0.0004557193,False
8.010535e-05,False
1.07053265e-05,False
0.0003173364,False
0.00011180599,False
0.00024816403,False
0.0049107764,False
5.2326865e-05,False
3.3987562e-05,False
0.0005497042,False
0.00060054136,False
0.00012752062,False
0.013025968,False
4.0081908e-05,False
6.2872634e-05,False
8.947683e-05,False
0.00089341676,False
0.0068018567,False
0.00035616066,False
0.00015521135,False
0.000108433625,False
7.114991e-05,False
0.002095821,False
0.001634006,False
0.00012738898,False
6.006473e-05,False
4.1363186e-05,False
0.000101198195,False
0.00032877174,False
6.420525e-05,False
0.0009686292,False
0.025315097,True
7.96735e-05,False
0.022227727,True
0.0055815717,False
0.001137872,False
0.00044708763,False
0.00058780663,False
0.020043371,True
0.0009114394,False
7.482229e-05,False
0.0005083394,False
7.37356e-05,False
8.540526e-05,False
0.0005280985,False
0.00010893787,False
7.362329e-05,False
0.0004690891,False
6.378862e-05,False
0.00013489516,False
6.677015e-05,False
0.00040168568,False
8.2256694e-05,False
0.024687098,True
0.025468236,True
1.2023939e-05,False
7.391563e-05,False
0.004369282,False
0.00039262485,False
4.8664664e-05,False
0.00048819903,False
4.73827e-05,False
0.00018986769,False
0.0010283898,False
6.4917826e-05,False
4.107361e-05,False
4.4544235e-05,False
0.0009157278,False
0.028216362,True
0.000114301925,False
8.9942434e-05,False
6.458865e-05,False
6.5971166e-05,False
0.00086115644,False
0.00013719163,False
0.0006355225,False
0.0002854776,False
5.048469e-05,False
0.0012056701,False
0.0001411147,False
0.000118248165,False
2.258061e-05,False
0.0005727389,False
0.001432191,False
2.3918175e-05,False
0.00013417727,False
0.0002484486,False
7.480385e-05,False
3.362886e-05,False
6.649255e-05,False
7.440424e-05,False
0.0032603696,False
0.00014699687,False
0.0001683924,False
0.0021444974,False
9.063759e-05,False
0.00034976169,False
4.188328e-05,False
0.00054976897,False
0.0008463445,False
0.0026011611,False
0.0009453287,False
3.1008436e-05,False
0.0002735566,False
0.006544108,False
8.395739e-05,False
7.7273464e-05,False
7.378034e-05,False
0.00028316808,False
5.807282e-05,False
7.768882e-05,False
0.0004672796,False
0.0009490977,False
0.02802187,True
7.4810065e-05,False
0.0026403603,False
0.0074196714,False
0.010673064,False
0.0031927326,False
7.7005796e-05,False
7.9172445e-05,False
7.201735e-05,False
0.010130942,False
3.917426e-05,False
0.000106645246,False
6.6719454e-05,False
0.00030815738,False
2.8487866e-05,False
8.773328e-05,False
0.0011717052,False
0.0001520397,False
0.004823542,False
0.02828552,True
8.8131506e-05,False
0.0024453208,False
0.00012904643,False
0.00040418564,False
0.0016669314,False
0.00010488524,False
2.2561693e-05,False
0.002204294,False
0.00017319019,False
0.035702206,True
8.166764e-05,False
0.033395924,True
0.009386299,False
0.00017853722,False
5.0158582e-05,False
6.705987e-05,False
0.00097488065,False
0.00026902443,False
9.658708e-05,False
0.00019082868,False
8.153206e-05,False
4.7053483e-05,False
0.0065699685,False
0.0013818517,False
0.000663141,False
9.503056e-05,False
0.00014116365,False
0.0002157103,False
0.0007141318,False
0.0053393464,False
0.001290973,False
4.2218428e-05,False
0.00027355537,False
4.5478562e-05,False
0.022047928,True
0.0005621802,False
0.00057666324,False
7.68189e-05,False
7.662698e-05,False
0.00012512784,False
0.00014073582,False
0.0030761252,False
9.727362e-05,False
0.000104714,False
0.00037510635,False
0.00018410372,False
3.8860217e-05,False
6.876368e-05,False
8.939344e-05,False
0.0009761534,False
0.0061911303,False
0.00030208565,False
4.7498557e-05,False
0.0003201448,False
0.000120553595,False
0.027676485,True
0.0009255406,False
0.0016699939,False
0.002446969,False
0.014723532,False
0.00039387273,False
5.116123e-05,False
7.9172765e-05,False
1.6431535e-05,False
5.0183568e-05,False
0.00278577,False
2.5638146e-05,False
0.011256428,False
0.003064885,False
4.2323598e-05,False
0.0020340236,False
4.6070392e-05,False
0.0061961217,False
3.5527504e-05,False
0.00029517652,False
0.0028341082,False
0.00011629184,False
0.00055192714,False
8.7221844e-05,False
0.0002852359,False
0.00053837243,False
0.0009894869,False
7.576504e-05,False
0.00028624517,False
7.2839575e-05,False
7.74238e-05,False
7.741254e-05,False
0.00039570584,False
4.6586716e-05,False
3.6588146e-05,False
0.0005353487,False
9.102656e-05,False
0.0009116979,False
0.0005188898,False
0.00044287305,False
0.001499927,False
0.0007627162,False
0.00011544078,False
1.4957073e-05,False
7.044069e-05,False
0.00013086492,False
2.268068e-05,False
0.0007515842,False
0.0011151353,False
0.00058656995,False
0.010855236,False
0.00091674994,False
5.1443072e-05,False
3.6753056e-05,False
0.014570521,False
7.263443e-05,False
6.0792787e-05,False
5.0484374e-05,False
4.7994927e-05,False
0.0022842463,False
0.00010239566,False
9.8811295e-05,False
0.000733752,False
0.0004909989,False
